IIP ID,Language,Region,Material,Text_Genre,City,Religion,Time
idum0020,Aramaic,Negev,clay,legal/economic,Other,unknown,-354.0
masa0796,Greek,Judaea,clay,label,Other,other_religion,26.0
masa0795,Greek,Judaea,clay,label,Other,other_religion,27.0
mger0128,Aramaic,Samaria,stone,dedicatory,Other,jewish,-400.0
mogh0001,Greek,Coastal Plain,marble,other/unkown,Other,unknown,515.0
odob0001,Greek,Negev,marble,funerary,Other,christian,581.0
odob0003,Greek,Negev,marble,funerary,Other,christian,541.0
odob0002,Greek,Negev,marble,funerary,Other,christian,550.0
odob0005,Greek,Negev,marble,funerary,Other,christian,576.0
odob0018,Greek,Negev,limestone,funerary,Other,christian,590.0
qana0001,Greek,Other,stone,dedicatory,Other,unknown,69.0
reho0002,Greek,Negev,limestone,funerary,Other,christian,542.0
reho0001,Greek,Negev,marble,funerary,Other,christian,530.0
saur0001,Greek,Other,stone,funerary,Other,unknown,73.0
saur0002,Greek,Other,stone,dedicatory,Other,unknown,81.0
shiv0002,Greek,Negev,stone,funerary,Other,christian,630.0
shiv0003,Greek,Negev,stone,funerary,Other,christian,639.0
sina0107,Aramaic,Other,stone,other/unkown,Other,other_religion,223.0
suhm0001,Greek,Coastal Plain,Other,dedicatory,Other,christian,555.0
suhm0002,Greek,Coastal Plain,Other,dedicatory,Other,christian,555.0
surm0003,Greek,Golan,Other,funerary,Other,unknown,303.0
susi0005,Greek,Galilee,,dedicatory,Other,christian,591.0
szio0002,Greek,Coastal Plain,Other,dedicatory,Other,christian,486.0
szio0001,Greek,Coastal Plain,Other,dedicatory,Other,christian,486.0
tsha0002,Latin,Jordan,stone,other/unkown,Other,other_religion,136.0
ummq0002,Greek,Jordan,stone,dedicatory,Other,unknown,139.0
unkn0130,Latin,Other,metal,legal/economic,Other,other_religion,90.0
zoor0002,Greek,Negev,stone,funerary,Other,christian,402.0
zoor0001,Greek,Negev,stone,funerary,Other,unknown,309.0
zoor0005,Greek,Negev,stone,funerary,Other,unknown,334.0
zoor0006,Greek,Negev,,funerary,Other,unknown,345.0
zoor0007,Greek,Negev,,funerary,Other,unknown,345.0
zoor0011,Greek,Negev,stone,funerary,Other,christian,349.0
zoor0014,Greek,Negev,,funerary,Other,christian,355.0
zoor0010,Greek,Negev,,funerary,Other,unknown,349.0
zoor0022,Greek,Negev,,funerary,Other,christian,363.0
zoor0023,Greek,Negev,,funerary,Other,christian,363.0
zoor0024,Greek,Negev,stone,funerary,Other,christian,363.0
zoor0016,Greek,Negev,,funerary,Other,christian,356.0
zoor0019,Greek,Negev,stone,funerary,Other,christian,359.0
zoor0025,Greek,Negev,,funerary,Other,christian,366.0
zoor0017,Greek,Negev,,funerary,Other,unknown,358.0
zoor0021,Greek,Negev,,funerary,Other,christian,361.0
zoor0027,Greek,Negev,,funerary,Other,christian,369.0
zoor0028,Greek,Negev,stone,funerary,Other,christian,370.0
zoor0035,Greek,Negev,stone,funerary,Other,unknown,375.0
zoor0033,Greek,Negev,,funerary,Other,christian,373.0
zoor0031,Greek,Negev,,funerary,Other,christian,372.0
zoor0029,Greek,Negev,,funerary,Other,christian,370.0
zoor0046,Greek,Negev,,funerary,Other,christian,384.0
zoor0038,Greek,Negev,,funerary,Other,christian,378.0
zoor0045,Greek,Negev,,funerary,Other,christian,383.0
zoor0044,Greek,Negev,,funerary,Other,christian,383.0
zoor0039,Greek,Negev,,funerary,Other,christian,379.0
zoor0037,Greek,Negev,stone,funerary,Other,christian,378.0
zoor0043,Greek,Negev,,funerary,Other,christian,383.0
zoor0040,Greek,Negev,stone,funerary,Other,christian,382.0
zoor0036,Greek,Negev,,funerary,Other,unknown,376.0
zoor0051,Greek,Negev,,funerary,Other,christian,386.0
zoor0054,Greek,Negev,,funerary,Other,christian,387.0
zoor0050,Greek,Negev,,funerary,Other,christian,385.0
zoor0052,Greek,Negev,,funerary,Other,christian,386.0
zoor0048,Greek,Negev,,funerary,Other,christian,385.0
zoor0047,Greek,Negev,stone,funerary,Other,christian,385.0
zoor0049,Greek,Negev,,funerary,Other,christian,385.0
zoor0061,Greek,Negev,,funerary,Other,christian,389.0
zoor0063,Greek,Negev,stone,funerary,Other,christian,391.0
zoor0060,Greek,Negev,stone,funerary,Other,christian,389.0
zoor0057,Greek,Negev,,funerary,Other,christian,387.0
zoor0056,Greek,Negev,,funerary,Other,christian,387.0
zoor0058,Greek,Negev,,funerary,Other,christian,388.0
zoor0059,Greek,Negev,,funerary,Other,christian,388.0
zoor0064,Greek,Negev,,funerary,Other,christian,391.0
zoor0073,Greek,Negev,,funerary,Other,christian,395.0
zoor0069,Greek,Negev,,funerary,Other,christian,393.0
zoor0070,Greek,Negev,,funerary,Other,christian,394.0
zoor0071,Greek,Negev,,funerary,Other,christian,394.0
zoor0072,Greek,Negev,,funerary,Other,christian,395.0
zoor0065,Greek,Negev,,funerary,Other,christian,391.0
zoor0066,Greek,Negev,,funerary,Other,christian,391.0
zoor0080,Greek,Negev,,funerary,Other,christian,400.0
zoor0078,Greek,Negev,,funerary,Other,christian,397.0
zoor0077,Greek,Negev,,funerary,Other,christian,395.0
zoor0079,Greek,Negev,,funerary,Other,christian,398.0
zoor0082,Greek,Negev,,funerary,Other,christian,404.0
zoor0074,Greek,Negev,,funerary,Other,christian,395.0
zoor0075,Greek,Negev,stone,funerary,Other,christian,395.0
zoor0081,Greek,Negev,,funerary,Other,christian,403.0
zoor0076,Greek,Negev,,funerary,Other,christian,395.0
zoor0089,Greek,Negev,stone,funerary,Other,christian,405.0
zoor0091,Greek,Negev,,funerary,Other,christian,405.0
zoor0086,Greek,Negev,stone,funerary,Other,christian,404.0
zoor0084,Greek,Negev,,funerary,Other,christian,404.0
zoor0085,Greek,Negev,,funerary,Other,christian,404.0
zoor0088,Greek,Negev,,funerary,Other,christian,405.0
zoor0090,Greek,Negev,,funerary,Other,christian,405.0
zoor0098,Greek,Negev,,funerary,Other,christian,411.0
zoor0096,Greek,Negev,,funerary,Other,christian,409.0
zoor0095,Greek,Negev,,funerary,Other,christian,408.0
zoor0093,Greek,Negev,,funerary,Other,christian,407.0
zoor0092,Greek,Negev,,funerary,Other,christian,406.0
zoor0100,Greek,Negev,stone,funerary,Other,christian,412.0
zoor0094,Greek,Negev,,funerary,Other,christian,407.0
zoor0097,Greek,Negev,,funerary,Other,christian,411.0
zoor0099,Greek,Negev,stone,funerary,Other,christian,411.0
zoor0101,Greek,Negev,,funerary,Other,christian,412.0
zoor0102,Greek,Negev,,funerary,Other,christian,413.0
zoor0108,Greek,Negev,,funerary,Other,christian,415.0
zoor0109,Greek,Negev,,funerary,Other,christian,415.0
zoor0103,Greek,Negev,,funerary,Other,christian,413.0
zoor0105,Greek,Negev,,funerary,Other,christian,413.0
zoor0106,Greek,Negev,stone,funerary,Other,christian,414.0
zoor0107,Greek,Negev,stone,funerary,Other,christian,415.0
zoor0104,Greek,Negev,limestone,funerary,Other,christian,413.0
zoor0112,Greek,Negev,,funerary,Other,christian,416.0
zoor0113,Greek,Negev,,funerary,Other,christian,417.0
zoor0111,Greek,Negev,,funerary,Other,christian,416.0
zoor0117,Greek,Negev,,funerary,Other,christian,418.0
zoor0110,Greek,Negev,,funerary,Other,christian,416.0
zoor0116,Greek,Negev,stone,funerary,Other,christian,418.0
zoor0118,Greek,Negev,,funerary,Other,christian,419.0
zoor0114,Greek,Negev,,funerary,Other,christian,417.0
zoor0122,Greek,Negev,,funerary,Other,christian,423.0
zoor0123,Greek,Negev,,funerary,Other,christian,424.0
zoor0120,Greek,Negev,,funerary,Other,christian,422.0
zoor0126,Greek,Negev,,funerary,Other,christian,424.0
zoor0119,Greek,Negev,,funerary,Other,christian,421.0
zoor0124,Greek,Negev,,funerary,Other,christian,424.0
zoor0125,Greek,Negev,stone,funerary,Other,christian,424.0
zoor0127,Greek,Negev,,funerary,Other,christian,424.0
zoor0128,Greek,Negev,,funerary,Other,christian,425.0
zoor0131,Greek,Negev,,funerary,Other,christian,427.0
zoor0130,Greek,Negev,,funerary,Other,christian,425.0
zoor0132,Greek,Negev,,funerary,Other,christian,429.0
zoor0136,Greek,Negev,stone,funerary,Other,christian,431.0
zoor0135,Greek,Negev,,funerary,Other,christian,430.0
zoor0134,Greek,Negev,,funerary,Other,christian,429.0
zoor0137,Greek,Negev,,funerary,Other,christian,431.0
zoor0143,Greek,Negev,,funerary,Other,christian,435.0
zoor0140,Greek,Negev,stone,funerary,Other,christian,434.0
zoor0144,Greek,Negev,,funerary,Other,christian,435.0
zoor0141,Greek,Negev,,funerary,Other,christian,434.0
zoor0142,Greek,Negev,,funerary,Other,christian,434.0
zoor0139,Greek,Negev,,funerary,Other,christian,432.0
zoor0138,Greek,Negev,,funerary,Other,christian,431.0
zoor0150,Greek,Negev,,funerary,Other,christian,436.0
zoor0147,Greek,Negev,,funerary,Other,christian,435.0
zoor0148,Greek,Negev,stone,funerary,Other,christian,436.0
zoor0151,Greek,Negev,,funerary,Other,christian,436.0
zoor0153,Greek,Negev,,funerary,Other,christian,437.0
zoor0152,Greek,Negev,,funerary,Other,christian,436.0
zoor0149,Greek,Negev,stone,funerary,Other,christian,436.0
zoor0146,Greek,Negev,,funerary,Other,christian,435.0
zoor0156,Greek,Negev,,funerary,Other,christian,438.0
zoor0162,Greek,Negev,,funerary,Other,christian,439.0
zoor0158,Greek,Negev,,funerary,Other,christian,438.0
zoor0157,Greek,Negev,,funerary,Other,christian,438.0
zoor0160,Greek,Negev,,funerary,Other,christian,439.0
zoor0161,Greek,Negev,,funerary,Other,christian,439.0
zoor0155,Greek,Negev,,funerary,Other,christian,437.0
zoor0163,Greek,Negev,stone,funerary,Other,christian,440.0
zoor0159,Greek,Negev,,funerary,Other,christian,439.0
zoor0169,Greek,Negev,,funerary,Other,christian,442.0
zoor0164,Greek,Negev,,funerary,Other,christian,440.0
zoor0167,Greek,Negev,,funerary,Other,christian,441.0
zoor0173,Greek,Negev,,funerary,Other,christian,443.0
zoor0171,Greek,Negev,,funerary,Other,christian,443.0
zoor0172,Greek,Negev,,funerary,Other,christian,443.0
zoor0166,Greek,Negev,,funerary,Other,christian,441.0
zoor0170,Greek,Negev,stone,funerary,Other,christian,443.0
zoor0175,Greek,Negev,stone,funerary,Other,christian,444.0
zoor0181,Greek,Negev,,funerary,Other,christian,446.0
zoor0179,Greek,Negev,,funerary,Other,christian,445.0
zoor0176,Greek,Negev,,funerary,Other,christian,444.0
zoor0174,Greek,Negev,,funerary,Other,christian,443.0
zoor0182,Greek,Negev,stone,funerary,Other,christian,448.0
zoor0180,Greek,Negev,,funerary,Other,christian,445.0
zoor0177,Greek,Negev,,funerary,Other,christian,444.0
zoor0178,Greek,Negev,,funerary,Other,christian,445.0
zoor0185,Greek,Negev,,funerary,Other,christian,449.0
zoor0190,Greek,Negev,,funerary,Other,christian,451.0
zoor0189,Greek,Negev,,funerary,Other,christian,450.0
zoor0183,Greek,Negev,,funerary,Other,christian,448.0
zoor0191,Greek,Negev,,funerary,Other,christian,452.0
zoor0188,Greek,Negev,,funerary,Other,christian,450.0
zoor0195,Greek,Negev,,funerary,Other,christian,453.0
zoor0198,Greek,Negev,,funerary,Other,christian,454.0
zoor0200,Greek,Negev,,funerary,Other,christian,454.0
zoor0193,Greek,Negev,,funerary,Other,christian,452.0
zoor0197,Greek,Negev,stone,funerary,Other,christian,454.0
zoor0192,Greek,Negev,stone,funerary,Other,christian,452.0
zoor0199,Greek,Negev,stone,funerary,Other,christian,454.0
zoor0194,Greek,Negev,,funerary,Other,christian,453.0
zoor0207,Greek,Negev,,funerary,Other,christian,456.0
zoor0205,Greek,Negev,,funerary,Other,christian,456.0
zoor0208,Greek,Negev,,funerary,Other,christian,461.0
zoor0201,Greek,Negev,,funerary,Other,christian,455.0
zoor0206,Greek,Negev,,funerary,Other,christian,456.0
zoor0204,Greek,Negev,,funerary,Other,christian,456.0
zoor0217,Greek,Negev,,funerary,Other,christian,465.0
zoor0214,Greek,Negev,,funerary,Other,christian,465.0
zoor0220,Greek,Negev,stone,funerary,Other,christian,470.0
zoor0218,Greek,Negev,,funerary,Other,christian,466.0
zoor0210,Greek,Negev,,funerary,Other,christian,462.0
zoor0215,Greek,Negev,,funerary,Other,christian,465.0
zoor0221,Greek,Negev,,funerary,Other,christian,472.0
zoor0229,Greek,Negev,,funerary,Other,christian,475.0
zoor0227,Greek,Negev,,funerary,Other,christian,474.0
zoor0224,Greek,Negev,stone,funerary,Other,christian,473.0
zoor0228,Greek,Negev,,funerary,Other,christian,474.0
zoor0222,Greek,Negev,,funerary,Other,christian,472.0
zoor0223,Greek,Negev,stone,funerary,Other,christian,473.0
zoor0231,Greek,Negev,stone,funerary,Other,christian,476.0
zoor0236,Greek,Negev,,funerary,Other,christian,481.0
zoor0233,Greek,Negev,,funerary,Other,christian,475.0
zoor0235,Greek,Negev,,funerary,Other,christian,481.0
zoor0238,Greek,Negev,stone,funerary,Other,christian,484.0
zoor0234,Greek,Negev,stone,funerary,Other,christian,475.0
zoor0237,Greek,Negev,stone,funerary,Other,christian,482.0
zoor0232,Greek,Negev,,funerary,Other,christian,476.0
zoor0230,Greek,Negev,stone,funerary,Other,christian,475.0
zoor0241,Greek,Negev,,funerary,Other,christian,485.0
zoor0244,Greek,Negev,,funerary,Other,christian,486.0
zoor0246,Greek,Negev,stone,funerary,Other,christian,489.0
zoor0247,Greek,Negev,,funerary,Other,christian,494.0
zoor0240,Greek,Negev,stone,funerary,Other,christian,484.0
zoor0239,Greek,Negev,,funerary,Other,christian,484.0
zoor0245,Greek,Negev,stone,funerary,Other,christian,489.0
zoor0252,Greek,Negev,,funerary,Other,christian,499.0
zoor0248,Greek,Negev,,funerary,Other,christian,494.0
zoor0253,Greek,Negev,,funerary,Other,christian,502.0
zoor0254,Greek,Negev,,funerary,Other,christian,503.0
zoor0250,Greek,Negev,,funerary,Other,christian,495.0
zoor0251,Greek,Negev,stone,funerary,Other,christian,498.0
zoor0260,Greek,Negev,,funerary,Other,christian,571.0
zoor0264,Greek,Negev,marble,funerary,Other,christian,591.0
zoor0258,Greek,Negev,stone,funerary,Other,christian,516.0
zoor0263,Greek,Negev,,funerary,Other,christian,591.0
zoor0259,Greek,Negev,,funerary,Other,christian,516.0
zoor0325,Greek,Negev,stone,funerary,Other,christian,362.0
zoor0323,Greek,Negev,stone,funerary,Other,christian,355.0
zoor0337,Greek,Negev,stone,funerary,Other,christian,441.0
zoor0344,Greek,Negev,stone,funerary,Other,christian,506.0
zoor0341,Greek,Negev,stone,funerary,Other,christian,464.0
zoor0345,Greek,Negev,stone,funerary,Other,christian,511.0
zoor0346,Greek,Negev,stone,funerary,Other,christian,535.0
zoor0343,Greek,Negev,stone,funerary,Other,christian,473.0
zoor0340,Greek,Negev,stone,funerary,Other,christian,459.0
zoor0342,Greek,Negev,stone,funerary,Other,christian,470.0
zoor0347,Greek,Negev,stone,funerary,Other,christian,584.0
zoor0348,Greek,Negev,stone,funerary,Other,christian,363.0
zoor0366,Greek,Negev,stone,funerary,Other,christian,384.0
zoor0373,Greek,Negev,limestone,funerary,Other,christian,428.0
zoor0365,Greek,Negev,stone,funerary,Other,christian,357.0
zoor0382,Greek,Negev,stone,funerary,Other,christian,472.0
zoor0380,Greek,Negev,stone,funerary,Other,christian,468.0
zoor0381,Greek,Negev,stone,funerary,Other,christian,470.0
zoor0379,Greek,Negev,stone,funerary,Other,christian,462.0
zoor0377,Greek,Negev,stone,funerary,Other,christian,444.0
zoor0378,Greek,Negev,stone,funerary,Other,christian,461.0
zoor0375,Greek,Negev,stone,funerary,Other,christian,433.0
zoor0383,Greek,Negev,stone,funerary,Other,christian,493.0
zoor0385,Greek,Negev,stone,funerary,Other,christian,577.0
zoor0386,Greek,Negev,stone,funerary,Other,christian,607.0
zoor0393,Greek,Negev,limestone,funerary,Other,christian,508.0
zoor0400,Aramaic,Negev,stone,funerary,Other,jewish,369.0
zoor0409,Aramaic,Negev,stone,funerary,Other,jewish,415.0
zoor0404,Aramaic,Negev,stone,funerary,Other,jewish,386.0
zoor0407,Aramaic,Negev,stone,funerary,Other,jewish,407.0
zoor0405,Aramaic,Negev,stone,funerary,Other,jewish,392.0
zoor0402,Aramaic,Negev,stone,funerary,Other,jewish,372.0
zoor0401,Aramaic,Negev,stone,funerary,Other,jewish,372.0
zoor0403,Aramaic,Negev,stone,funerary,Other,jewish,374.0
zoor0413,Aramaic,Negev,stone,funerary,Other,jewish,429.0
zoor0418,Aramaic,Negev,stone,funerary,Other,jewish,442.0
zoor0410,Aramaic,Negev,stone,funerary,Other,jewish,415.0
zoor0412,Aramaic,Negev,stone,funerary,Other,jewish,429.0
zoor0411,Aramaic,Negev,stone,funerary,Other,jewish,426.0
zoor0415,Aramaic,Negev,stone,funerary,Other,jewish,433.0
zoor0424,Aramaic,Negev,stone,funerary,Other,jewish,458.0
zoor0420,Aramaic,Negev,stone,funerary,Other,jewish,448.0
zoor0419,Aramaic,Negev,stone,funerary,Other,jewish,443.0
zoor0427,Aramaic,Negev,stone,funerary,Other,jewish,466.0
zoor0422,Aramaic,Negev,stone,funerary,Other,jewish,454.0
zoor0423,Aramaic,Negev,stone,funerary,Other,,454.0
zoor0425,Aramaic,Negev,stone,funerary,Other,jewish,460.0
zoor0434,Aramaic,Negev,stone,funerary,Other,jewish,475.0
zoor0431,Aramaic,Negev,stone,funerary,Other,jewish,469.0
zoor0433,Aramaic,Negev,stone,funerary,Other,jewish,475.0
zoor0432,Aramaic,Negev,stone,funerary,Other,jewish,471.0
zoor0428,Aramaic,Negev,stone,funerary,Other,jewish,466.0
zoor0429,Aramaic,Negev,stone,funerary,Other,jewish,468.0
zoor0436,Aramaic,Negev,stone,funerary,Other,jewish,476.0
zoor0441,Aramaic,Negev,stone,funerary,Other,jewish,514.0
zoor0440,Aramaic,Negev,stone,funerary,Other,jewish,513.0
zoor0438,Aramaic,Negev,stone,funerary,Other,jewish,503.0
zoor0439,Aramaic,Negev,stone,funerary,Other,jewish,504.0
zoor0437,Aramaic,Negev,stone,funerary,Other,jewish,502.0
zoor0458,Aramaic,Negev,stone,funerary,Other,jewish,422.0
zoor0459,Aramaic,Negev,stone,funerary,Other,jewish,429.0
mtgr0001,Latin,Negev,stone,other/unkown,Other,other_religion,200.0
reho0007,Greek,Negev,limestone,funerary,Other,christian,555.0
reho0008,Greek,Negev,limestone,funerary,Other,christian,541.0
odob0015,Greek,Negev,limestone,funerary,Other,christian,617.0
odob0012,Greek,Negev,limestone,funerary,Other,other_religion,241.0
reho0003,Greek,Negev,limestone,funerary,Other,christian,488.0
shiv0005,Greek,Negev,stone,funerary,Other,christian,614.0
shiv0008,Greek,Negev,stone,funerary,Other,christian,582.0
shiv0007,Greek,Negev,stone,funerary,Other,christian,595.0
shiv0009,Greek,Negev,stone,funerary,Other,christian,608.0
shiv0006,Greek,Negev,stone,funerary,Other,christian,597.0
shiv0004,Greek,Negev,stone,funerary,Other,christian,641.0
shiv0010,Greek,Negev,stone,funerary,Other,christian,612.0
shiv0011,Greek,Negev,stone,funerary,Other,christian,618.0
unkn0131,Latin,Other,stone,other/unkown,Other,other_religion,213.0
zoor0145,Greek,Negev,stone,funerary,Other,christian,435.0
zoor0115,Greek,Negev,stone,funerary,Other,christian,417.0
zoor0184,Greek,Negev,stone,funerary,Other,christian,449.0
zoor0129,Greek,Negev,stone,funerary,Other,christian,425.0
zoor0165,Greek,Negev,stone,funerary,Other,christian,440.0
zoor0196,Greek,Negev,stone,funerary,Other,christian,453.0
zoor0203,Greek,Negev,stone,funerary,Other,christian,455.0
zoor0187,Greek,Negev,stone,funerary,Other,christian,449.0
zoor0226,Greek,Negev,stone,funerary,Other,christian,474.0
zoor0242,Greek,Negev,stone,funerary,Other,christian,485.0
zoor0219,Greek,Negev,stone,funerary,Other,christian,468.0
zoor0209,Greek,Negev,stone,funerary,Other,christian,461.0
zoor0257,Greek,Negev,stone,funerary,Other,christian,506.0
zoor0243,Greek,Negev,stone,funerary,Other,christian,485.0
zoor0262,Greek,Negev,stone,funerary,Other,christian,576.0
zoor0261,Greek,Negev,stone,funerary,Other,christian,576.0
zoor0326,Greek,Negev,stone,funerary,Other,christian,372.0
zoor0327,Greek,Negev,stone,funerary,Other,christian,389.0
zoor0328,Greek,Negev,stone,funerary,Other,christian,398.0
zoor0336,Greek,Negev,stone,funerary,Other,christian,440.0
zoor0331,Greek,Negev,stone,funerary,Other,christian,406.0
zoor0334,Greek,Negev,stone,funerary,Other,christian,427.0
zoor0338,Greek,Negev,stone,funerary,Other,christian,443.0
zoor0332,Greek,Negev,stone,funerary,Other,christian,423.0
zoor0330,Greek,Negev,stone,funerary,Other,christian,405.0
zoor0333,Greek,Negev,stone,funerary,Other,christian,422.0
zoor0329,Greek,Negev,stone,funerary,Other,christian,398.0
zoor0335,Greek,Negev,stone,funerary,Other,christian,429.0
zoor0355,Greek,Negev,stone,funerary,Other,christian,415.0
zoor0339,Greek,Negev,stone,funerary,Other,christian,456.0
zoor0371,Greek,Negev,stone,funerary,Other,christian,412.0
zoor0367,Greek,Negev,stone,funerary,Other,christian,390.0
zoor0372,Greek,Negev,stone,funerary,Other,christian,419.0
zoor0370,Greek,Negev,stone,funerary,Other,christian,403.0
zoor0369,Greek,Negev,stone,funerary,Other,christian,396.0
